Natural gas was the the largest source of US domestic energy production in 2012.,Fossil fuels domestic energy production dwarved renewable and nuclear production in 2012.,Biomass was the largest source of US domestic renewable energy production in 2012.,"In 2012, the US domestically produced more renewable energy than nuclear energy.","In 2012, the top three methods of energy production in the US were all fossil fuels.","In 2012, the US produced more nuclear energy than any individual category of renewable energy."
1.0,1.0,1.0,0.55,0.1,0.55
